text,mood,source
i feel frantic and stressed with no relief in sight,stress,extended_synthetic
i have lost control and feel completely overwhelmed,overwhelmed,extended_synthetic
i have lost control and feel completely overwhelmed,overwhelmed,extended_synthetic
everything feels pointless and i don't see the purpose anymore,sadness,emotions_kaggle
i am outraged by what happened it was completely unacceptable,anger,emotions_kaggle
i am scared of what the future might hold for me,anxiety,emotions_kaggle
i feel overwhelmed by everything i have to do and like i cannot cope,stress,counseling_kaggle
i feel like a failure at everything i cannot seem to get anything right,low_self_esteem,counseling_kaggle
everything is falling apart and i feel helpless,overwhelmed,extended_synthetic
i feel grateful and loving towards everyone who supports me,positive,emotions_kaggle
sleep has become impossible for me lately,insomnia,extended_synthetic
every day is stressful and exhausting for me,stress,extended_synthetic
i believe i am fundamentally broken and flawed,low_self_esteem,extended_synthetic
no one reaches out to me and i feel so alone,loneliness,extended_synthetic
i have not had a good night of sleep in weeks,insomnia,extended_synthetic
i feel abandoned and rejected by everyone,loneliness,extended_synthetic
stress is ruining my health and my life,stress,extended_synthetic
i am scared of what the future might hold for me,anxiety,emotions_kaggle
i believe i am fundamentally broken and flawed,low_self_esteem,extended_synthetic
my self esteem is so low i cannot face people,low_self_esteem,extended_synthetic
i feel blessed and content with everything in my life,positive,emotions_kaggle
this was completely unexpected and i am still in disbelief,positive,emotions_kaggle
i have been really struggling with low self-esteem i compare myself to others constantly,stress,counseling_kaggle
i feel abandoned and rejected by everyone,loneliness,extended_synthetic
i feel abandoned and rejected by everyone,loneliness,extended_synthetic
i feel lazy and have zero motivation,low_motivation,extended_synthetic
the pressure is too much and i am stressed,stress,extended_synthetic
i feel abandoned and rejected by everyone,loneliness,extended_synthetic
stress is ruining my health and my life,stress,extended_synthetic
i struggle with intrusive thoughts that i cannot control and they scare me,stress,counseling_kaggle
i have lost control and feel completely overwhelmed,overwhelmed,extended_synthetic
everything is too much and i feel overwhelmed,overwhelmed,extended_synthetic
i am not worthy of love or happiness,low_self_esteem,extended_synthetic
i feel light and joyful like nothing can bring me down,positive,emotions_kaggle
i feel overwhelmed by all my responsibilities,overwhelmed,extended_synthetic
i am laughing and smiling it feels so good to be happy,positive,emotions_kaggle
i have been through a traumatic experience and cannot stop thinking about it,stress,counseling_kaggle
the pressure is too much and i am stressed,stress,extended_synthetic
i feel so happy and grateful today everything is going well,positive,emotions_kaggle
i feel numb and disconnected from everything and everyone,sadness,emotions_kaggle
my frustration has turned into full blown rage and anger,anger,emotions_kaggle
i cannot control my anger everything is making me mad,anger,emotions_kaggle
i feel compassion and care for everyone around me today,positive,emotions_kaggle
i have been feeling very angry lately and i take it out on people i love,anger,counseling_kaggle
i am depressed and empty inside i can't stop crying,sadness,emotions_kaggle
everything feels pointless and i don't see the purpose anymore,sadness,emotions_kaggle
anxiety and fear are controlling my life and i feel trapped,anxiety,emotions_kaggle
i feel stunned and do not know how to process this news,positive,emotions_kaggle
everything feels pointless and i don't see the purpose anymore,sadness,emotions_kaggle
i feel ashamed of who i am,low_self_esteem,extended_synthetic
i feel a deep sense of dread and cannot explain why i am scared,anxiety,emotions_kaggle
i love my family and friends so much it brings me to tears,positive,emotions_kaggle
i cannot sleep no matter what i try i lie awake for hours with my mind going,insomnia,counseling_kaggle
i am terrified and cannot shake this overwhelming fear,anxiety,emotions_kaggle
i dread leaving the house and feel paralysed by fear,anxiety,emotions_kaggle
i have no motivation to do anything at all,low_motivation,extended_synthetic
i am outraged by what happened it was completely unacceptable,anger,emotions_kaggle
i dread leaving the house and feel paralysed by fear,anxiety,emotions_kaggle
i feel ashamed of who i am,low_self_esteem,extended_synthetic
i cannot sleep no matter what i try i lie awake for hours with my mind going,insomnia,counseling_kaggle
everything is falling apart and i feel helpless,overwhelmed,extended_synthetic
i feel warmth and affection for everyone in my life today,positive,emotions_kaggle
the weight of everything is crushing me,overwhelmed,extended_synthetic
i am heartbroken and don't know how to move forward,sadness,emotions_kaggle
everything feels pointless so why even try,low_motivation,extended_synthetic
i am nervous and apprehensive about everything in my life,anxiety,emotions_kaggle
i cannot control my anger everything is making me mad,anger,emotions_kaggle
i am so stressed out i cannot think straight,stress,extended_synthetic
i cannot relax because i am so stressed,stress,extended_synthetic
nobody understands me and i am all alone,loneliness,extended_synthetic
i have lost all drive and energy,low_motivation,extended_synthetic
i am grieving and the pain feels unbearable right now,sadness,emotions_kaggle
i feel tired all day because i cannot sleep at night,insomnia,extended_synthetic
the fear is constant and i cannot find any peace or safety,anxiety,emotions_kaggle
i feel left out and excluded from everything,loneliness,extended_synthetic
i cannot cope with everything that is happening,overwhelmed,extended_synthetic
my relationship is causing me so much stress and anxiety,anxiety,counseling_kaggle
i feel like everything i do is wrong,low_self_esteem,extended_synthetic
i am burned out and stressed from everything,stress,extended_synthetic
i am completely burned out from work i feel exhausted all the time and dread going in every day,stress,counseling_kaggle
i miss the people i have lost and the pain won't go away,sadness,emotions_kaggle
i feel lazy and have zero motivation,low_motivation,extended_synthetic
i feel a deep sense of dread and cannot explain why i am scared,anxiety,emotions_kaggle
everything feels pointless so why even try,low_motivation,extended_synthetic
i miss the people i have lost and the pain won't go away,sadness,emotions_kaggle
i feel overwhelmed by all my responsibilities,overwhelmed,extended_synthetic
i have not had a good night of sleep in weeks,insomnia,extended_synthetic
i feel inadequate and useless compared to everyone,low_self_esteem,extended_synthetic
i cannot control my anger everything is making me mad,anger,emotions_kaggle
i am burned out and stressed from everything,stress,extended_synthetic
i feel worthless and like no one would miss me if i was gone,sadness,emotions_kaggle
nothing excites me anymore and i feel apathetic,low_motivation,extended_synthetic
i am heartbroken and don't know how to move forward,sadness,emotions_kaggle
i did not see this coming at all what a surprise,positive,emotions_kaggle
i feel worthless and like no one would miss me if i was gone,sadness,emotions_kaggle
i cannot bring myself to do anything productive,low_motivation,extended_synthetic
everything feels pointless so why even try,low_motivation,extended_synthetic
the loneliness is unbearable and painful,loneliness,extended_synthetic
i have no energy or willpower to accomplish anything,low_motivation,extended_synthetic
i feel like i am drowning in sadness and cannot get out,sadness,emotions_kaggle
i hate myself and think i am a failure,low_self_esteem,extended_synthetic
the fear is constant and i cannot find any peace or safety,anxiety,emotions_kaggle
i feel frantic and stressed with no relief in sight,stress,extended_synthetic
